,date,title,summary
0,"Dec. 10, 2021",How’s the Economy? Biden Sees a Boom. Many Americans Don’t.,The president has struggled to sell strong growth and job gains to a public that appears more concerned about rising prices — and remains anxious about Covid.
1,"Dec. 14, 2021","Oil supply is expected to catch up to demand, offering relief on prices.","The International Energy Agency said that the key factor in its improved outlook was rising production in the United States, Canada and Brazil."
2,"Dec. 15, 2021","Inflation in Britain hits 5.1 percent, the highest in a decade.",The pace of price rises is moving faster than the Bank of England’s estimate.
3,"Dec. 15, 2021",European natural gas prices are soaring again.,"With cold weather approaching, worries over gas inventories and tensions over Ukraine are stoking the highest prices in more than a decade."
4,"Dec. 15, 2021",Biden’s China Dilemma: How to Enforce Trump’s Trade Deal,The Biden administration must decide whether to enforce a Trump-era trade deal that has not fulfilled its promise.
5,"Dec. 15, 2021",Inflation Has Arrived. Here’s What You Need to Know.,"What is inflation, why is it up and whom does it hurt? A run through common questions about the ongoing price burst."
6,"Dec. 16, 2021",Green-Energy Race Draws an American Underdog to Bolivia’s Lithium,Chinese and Russian industrial giants seek to tap mineral deposits vital to electric cars. A Texas entrepreneur has his own strategy: the long game.
7,"Dec. 20, 2021",Markets sink on Omicron fears and a critical setback on the U.S. spending plan.,The S&P 500 fell amid grim forecasts about the Omicron variant and a setback in efforts to pass a comprehensive domestic policy bill.
8,"Dec. 22, 2021",Why a Chinese Company Dominates Electric Car Batteries,"Beijing gave CATL lavish subsidies, a captive market of buyers and soft regulatory treatment, helping it to control a crucial technology of the future."
9,"Dec. 23, 2021",Inflation Is High and Uncertainty Rampant as Economy Heads Into 2022,"The Fed’s preferred inflation gauge climbed at the fastest pace in nearly four decades, as Omicron clouded the outlook for 2022."
10,"Dec. 23, 2021",Selling Luxury Apartments Where Oliver Twist Once Asked for Gruel,Want to understand London’s economic transformation? Take a look at the condo conversion of a workhouse near where a young Charles Dickens lived.
11,"Dec. 25, 2021","As Prices Rise, Biden Turns to Antitrust Enforcers","A wide-ranging presidential order helped block a railroad merger and tackle supply-chain problems, and it is planting the seeds for bigger actions."
12,"Jan. 3, 2022",Democrats Blast Corporate Profits as Inflation Surges,Politicians are placing more blame on greedy companies as prices stay high. But booming consumer demand is enabling firms to charge more.
13,"Jan. 4, 2022",A Widening Web of Undersea Cables Connects Britain to Green Energy,Linking one nation’s power grid with another’s is considered essential as more electricity is generated from solar and wind.
14,"Jan. 4, 2022",OPEC and Russia agree to increase oil output amid lagging production.,"The group called OPEC Plus decided to increase oil output by 400,000 barrels a day, but its members have lately been falling short of production quotas."
15,"Jan. 7, 2022",‘I Know What the End of the World Looks Like’,"The Ethiopian entrepreneur Sara Menker founded Gro Intelligence, which uses artificial intelligence to forecast global agricultural trends and battle food insecurity."
16,"Dec. 21, 2021","Cashing In Grandma’s Gold Coins, a Turkish Family Struggles to Get By","As inflation soars and the value of Turkey’s currency plummets, one couple described how working families can’t make ends meet and have had to cut back on basic necessities as well as life’s smaller pleasures."
17,"Dec. 27, 2021","As Other Arab States Falter, Saudi Arabia Seeks to Become a Cultural Hub","While conflicts and crises have battered Arab cultural capitals, Saudi Arabia is hosting film festivals and bankrolling new movies."
18,"Jan. 4, 2022",Kazakhstan Declares State of Emergency as Protests Over Fuel Prices Spread,Thousands took to the street as gas prices doubled. The government responded with curfews and tear gas. The president later announced the resignation of the government.
19,"Jan. 5, 2022",Russia-Allied Forces to Intervene as Unrest Sweeps Kazakhstan,"The Kazakh president requested the peacekeeping troops as an uprising, sparked by a gas price increase in the resource-rich Central Asian nation, headed toward a fifth day."
20,"Jan. 5, 2022","Revolt in Kazakhstan: What’s Happening, and Why It Matters","As protests in the oil-rich Central Asian country gain momentum, the events threaten to reverberate across the region."
21,"Jan. 7, 2022","In Kazakhstan’s Street Battles, Signs of Elites Fighting Each Other","The reasons for the bloody crisis in Central Asia remain murky, but experts say popular discontent could mask an old-fashioned power struggle within the ruling faction."
22,"Jan. 8, 2022",Kazakhstan Arrests Ex-Intelligence Chief on Suspicion of Treason,"The president had dismissed the intelligence chief, Karim Masimov, this week amid violence that may be tied, at least in part, to political infighting."
23,"Jan. 8, 2022","Amid Crisis, Kazakhstan’s Leader Chose His Path: Embrace Russia","With his government under siege, Kassym-Jomart Tokayev, Kazakhstan’s president, turned to Russia’s Vladimir V. Putin for support. The choice could realign Central Asia’s politics."
24,"Jan. 9, 2022","Nearly 6,000 Detained Amid Unrest in Kazakhstan","Protests that began last weekend over a hike in fuel prices spread across the country, leaving at least 2,000 injured, government officials said. Dozens of deaths also appeared likely."
