,date,title,summary
0,"May 5, 2017",Bullish bets on oil price fall to lowest since Opec output cut,"...than futures for imminent delivery, suggesting heightened concerns for the long-term price of oil. 
Nymex June WTI rose modestly Friday to end at $46..."
1,"May 5, 2017",Oil price recovery peters out in Asian trading,"...A recovery in oil prices was struggling to take hold in Asian trading on Friday, keeping prices at their lowest level in just over five..."
2,"May 4, 2017",Shell doubles its profits with oil price rebound,"...of this year, as the Anglo-Dutch group became the latest large oil and gas producer to demonstrate the benefits of higher crude prices.
The..."
3,"April 28, 2017",ExxonMobil and Chevron benefit from oil price rebound,"...they reported improved earnings for first quarter that were boosted by the oil and gas price rebound.
Exxon’s earnings per share more than doubled..."
4,"April 27, 2017",Total approves its first energy project since the oil price crash,"...Total revealed on Thursday it had approved its first major project since the oil price crash of 2014, as the French energy company also reported..."
5,"April 27, 2017",Total profits soar 56% in Q1 on oil price rebound,"...to launch new projects and acquire resources while fully benefiting from the ongoing deflation in the oil sector”, said chairman and chief executive Patrick Pouyanné...."
6,"April 20, 2017",Energy shares dip after stockpiles weigh on oil prices,"...add 0.1 per cent to $1,281 an ounce

Hot topic
Oil prices are steadier as they try to rebound from a sharp sell..."
7,"May 7, 2017",Crude oil prices climb further in Asia trade,"...Oil prices were continuing their climb in Monday morning Asia trade after staging a rally on Friday.
Brent crude, the international benchmark, was up 0..."
8,"May 5, 2017",Crude joke: Oil prices rebound after early falls,"...Oil prices rebounded in European trading on Friday after suffering sharp falls overnight, with Brent climbing back above $48 per barrel.
Prices fell to..."
9,"May 4, 2017",Fed rate rise speculation weighs on Treasuries,"...spite of sharp losses for energy stocks, as a steep slide in oil prices took Brent back below $50 a barrel to its lowest point..."
10,"May 4, 2017","Statoil profits nearly quadruple in Q1 on rise in oil prices, output","...majors that have reported including BP and ExxonMobil, by the rise in oil prices from the 12-year lows recorded at the start of 2016..."
11,"May 2, 2017",US oil prices slide to lowest level since late March,"...US crude prices slid almost 3 per cent in afternoon trading on Tuesday, extending declines from earlier in the day and striking the lowest..."
12,"May 2, 2017",BP profits surge after rebound in oil prices,...expectations with first-quarter results that showed the benefits of sharply higher oil prices compared with the 12-year lows recorded in the same period...
13,"May 2, 2017",Higher oil prices help BP beat Q1 forecasts,...BP almost tripled its profits in the first three months of this year as the UK oil group benefited from higher oil prices to...
14,"May 1, 2017",Oil prices slide in Asian trade,"...Oil prices were in retreat on Monday following a choppy week of trade and renewed concerns about supply.
Brent crude, the international benchmark, was down..."
15,"April 24, 2017",Oil prices on the mend after weekly drop of 7%,...Oil prices rose during Asia morning trading on Monday after falling by 7 per cent last week in the face of mounting concerns that...
16,"April 20, 2017",Oil prices stabilise from Wednesday’s sharp fall,"...on news that Opec was moving closer to a deal to extend oil production curbs. 
Oil prices were fluctuating between modest gains and losses, with..."
17,"April 20, 2017",Crude oil prices lose steam after tentative rebound,"...A tentative rebound in crude oil prices on Thursday is in now flux, with both major benchmarks having given up some of their earlier..."
18,"April 20, 2017",Oil prices in recovery mode in Asia,"...Oil prices are recovering in Asia following a hefty drop on Wednesday when data showed an unexpected rise in gasoline stockpiles.
Brent crude, the international..."
19,"April 20, 2017",Asia equities climb despite blow from lower oil prices,"...which fell in the morning session after a Wednesday drop in crude oil prices.
In Sydney a 1.1 per cent drop by the energy..."
20,"April 19, 2017",Oil prices turn lower as gasoline inventories unexpectedly rise,...Oil prices slid after data showed US gasoline stockpiles increased for the first time in nine weeks and as weekly US crude production hit its...
21,"April 19, 2017",Asia equities undercut by softer oil prices,"...lower and with energy stocks undercut by a Tuesday downturn in crude oil prices.
In Sydney the S&P/ASX 200 index was off 0..."
22,"May 9, 2017",Hidden numbers reveal scale of Venezuela’s economic crisis ,"...facing an unprecedented economic collapse, caused by political mismanagement exacerbated by low oil prices,” Jean-Philippe Pourcelot, Venezuela economist at Focus Economics, told the FT..."
23,"May 8, 2017",Brief highs for markets after Macron’s win,"...yield on French government debt is steady at 0.77 per cent
• Oil prices are higher, with Brent and WTI both up by over 0..."
24,"May 5, 2017",Oil’s tumble tests hard-fought recovery at energy groups,"...at Petromatrix in Zug, Switzerland, arguing they have cut volume for little price benefit.
“If oil prices do not quickly rebound there is a risk..."
25,"April 11, 2017",Oil swings back to black,"...Oil prices swung back into positive territory in early afternoon trading on Tuesday, following two reports that indicate the Opec-backed production cuts are working and may be extended and investors eye..."
26,"May 5, 2017",Oil keeps sliding; Brent falls under $48,"...The oil price’s slide accelerated on Friday morning, taking Brent crude to its lowest level since November as confidence fades in Opec’s ability to overpower a resurgent US shale industry and ease a global..."
27,"April 27, 2017",Crude oil slips 2% as gasoline slides for second day,"...Crude oil benchmarks on both sides of the Atlantic fell on Thursday, with the price of gasoline facing losses for the second day amid worries about demand...."
28,"May 4, 2017",Norwegian oil producer DNO to re-enter North Sea with Origo takeover,"...The acquisition – the price of which was not disclosed in a statement issued on Thursday morning – follows a tumultuous few years for oil companies in the semi-autonomous Kurdistan region of Iraq, during..."
29,"May 1, 2017",Oil prices slide in Asian trade,...Oil prices were in retreat on Monday following a choppy week of trade and renewed concerns about supply....
30,"May 2, 2017",BP profits surge after rebound in oil prices,...prices fail to inflate”....
31,"May 8, 2017",Oil stabilises on signs Opec deal may be extended,"...Weaker demand during the seasonal maintenance period for refineries and production growth outside of Opec, particularly in the US, has kept a ceiling on prices, he said...."
32,"May 5, 2017",Rosneft’s first-quarter profit falls short of expectations,"...Revenue rose 34.5 per cent to Rbs1.41tn, reflecting how the price of Brent crude oil was about 50 per cent higher in the first three months of 2017 compared with one year earlier...."
33,"April 13, 2017",Oil market ‘very close’ to balance – IEA,"...In its monthly oil market report, the IEA said global oil stocks will decline this year if Opec maintains its production cuts with allies like Russia beyond May, potentially supporting prices after the near..."
34,"May 5, 2017",Rosneft misses Q1 profit forecasts by wide margin,"...Rosneft, the world’s largest listed oil producer, missed analyst estimates with a marginal increase in profit for the first quarter to Rub13bn ($222m), as a rise in oil prices was undercut by a stronger..."
35,"April 26, 2017",Tullow carries out seismic surveys in Jamaica and Uruguay,"...Tullow, which like many rival oil explorers built up hefty debts as they pushed ahead with capital-thirsty projects during the oil price crash, has successfully raised $750m via a deeply discounted rights..."
36,"May 8, 2017",Oil steadies after last week’s heavy blow,"...The sell-off followed strong first quarter results from so-called “Big Oil” that trumpeted their ability to adapt to the price slump, with the majority now able to cover capital expenditure and dividends..."
37,"May 3, 2017",Oil rebound helps Mexico’s Pemex to quarterly profit gain,"...Improved oil prices and the recent appreciation of the peso currency had provided a fillip and an austerity drive at the bloated former monopoly, plus tight cost control, yielded a 14 per cent fall in operating..."
38,"May 10, 2017",Wood Group warns of tough conditions for oil services companies,...price crash....
39,"May 2, 2017",US oil prices slide to lowest level since late March,"...The fall in prices comes amid lingering concerns over demand for gasoline, one of the major products that crude is refined into...."
40,"April 20, 2017",Oil’s slide towards $50 a barrel slows,"...Despite the price drop after the EIA data, analysts at Citigroup said they still believed the US oil market was “turning a corner”...."
41,"April 12, 2017",Opec cuts oil output in March,"...Oil prices have reversed their losses in March, with Brent crude oil hitting a month-high of $56.65 a barrel on Monday...."
42,"May 4, 2017","Shell more than doubles its earnings, beating expectations",...Royal Dutch Shell on Thursday became the latest large oil and gas producer to deliver better-than-expected first quarter results as higher crude prices fuelled recovery at the Anglo-Dutch group....
43,"April 13, 2017",US oil rig count at highest level in 2 years,...And oil prices have ticked higher in recent weeks on concerns about possible supply disruptions in the Middle East....
44,"May 10, 2017",Libya’s oil production rise overshadowed by Wintershall dispute,"...It believes the conflict-ridden country, already under pressure from an oil price collapse, has missed out on crucial revenues that provide the backbone of Libya’s economy...."
45,"April 21, 2017",Oil on track for worst weekly decline in a month,...Meanwhile Goldman Sachs said this week’s price slide was more to do with technical rather than fundamental factors....
46,"April 20, 2017",Opec moves close to deal extending oil output cuts,...The oil price crash that started in 2014 battered the economies of producer nations and roiled the share prices of energy companies....
47,"April 20, 2017",Saudi oil minister raises hopes of Opec deal extension,...US inventories remain high and US shale oil output is rebounding as oil prices tick higher....
48,"May 5, 2017",Oil’s tumble tests hard-fought recovery at energy groups,"...“The most noteworthy move in oil prices over the past week and past year in our view remains the steady decline in long-term oil prices,” say Goldman analysts...."
49,"May 2, 2017",ConocoPhillips climbs despite earnings miss,...and gas prices....
50,"April 24, 2017",Former BP boss Tony Hayward to leave Genel Energy,"...worth just £215m following a litany of problems, including asset writedowns, the oil price crash and failed drilling campaigns in several countries outside Iraq. Its..."
51,"April 23, 2017",Conservatives promise to cap prices in UK energy market,"...he said. “So the market would still have an influence. If the oil price fell again, consumers would benefit in the way that they wouldn..."
52,"April 21, 2017",Oil dives below $50 as confidence in Opec wavers,"...demand in Asia, hedge funds are reducing their bets on a higher oil price. It’s all coinciding and putting pressure on prices.”
The Baker..."
53,"April 21, 2017","Investors Chronicle: Burberry, WH Smith, Carr’s","...protect ourselves from such an event by holding commodities such as an oil ETF — although not necessarily oil stocks themselves.
Gold, however, is not such..."
54,"April 20, 2017",Oman eyes privatising parts of its oil infrastructure,...two members of the Gulf Co-operation Council hardest hit by the oil price slump. Faced with a budget deficit of about 17 per cent...
55,"April 20, 2017",Russia’s richest tycoons see collective wealth leap $100bn,"...year, and made some oligarchs more than $6bn richer.
A rise in oil prices from a decade-low and a resurgence in industrial and precious..."
56,"April 20, 2017",Opec moves close to deal extending oil output cuts,"...industry as prices have rebounded. 
The chief executive of Total, the French oil and gas giant, said on Thursday that oil prices could slide by..."
57,"April 20, 2017",Oil’s slide towards $50 a barrel slows,...Oil prices levelled off on Thursday after they dropped more than $2 a barrel following publication of data by the US energy department showing a...
58,"April 19, 2017",IMF says debt binge leaves US corporate assets exposed,...those companies are in the energy sector and suffering due to the oil price volatility of recent years. “But the proportion of challenged firms has...
59,"April 19, 2017","Debt binge endangers US corporate assets, warns IMF",...those firms are in the energy sector and suffering due to the oil price volatility of recent years. “But the proportion of challenged firms has...
60,"April 16, 2017",Global economic recovery ‘broad-based and stable’,...index suggests growth in emerging markets has picked up sharply since the oil price fall hit output in 2015. Having languished well below historic average...
61,"April 12, 2017",US stocks modestly lower as Tillerson visits Moscow,...energy companies failed to advance on the back of modest gains in oil prices after Opec said its output – based on secondary sources – dropped 152...
62,"April 12, 2017",Real wages grow at slowest rate since 2014,"...in the value of the pound following the EU referendum.
Lower global oil prices have helped UK living standards by keeping inflation down. But this..."
63,"April 12, 2017",China’s coal-conversion plants surge back to life,"...agreement pledge for emissions to peak around 2030. 
Meanwhile, a state-set price band designed to protect state-owned refiners from oil price downturns has..."
64,"April 12, 2017",Haven assets rally on geopolitical worries,"...up $1 to $1,275 an ounce, the bullion’s most expensive price since November. The Japanese yen in early Asia action hit ¥109.33..."
65,"April 11, 2017",Stretched valuations warning is key for US earnings,"...profit in the first quarter of this year. That comes as the price of oil has bounced back considerably, to the $50-a-barrel range..."
66,"April 11, 2017",Power brokers in the Kremlin jostle to succeed Putin,"...of the political elite pushing their interests more forcefully.
As the weak oil price and Russia’s recession have reduced budget revenues, regional governments are..."
67,"April 11, 2017",UK inflation holds steady at 2.3 per cent,"...fuel in recent months, as the effect of a fall in the oil price drops out of the figures. However, the latest data suggest this..."
68,"April 11, 2017",‘A statistical quirk’: UK inflation holds at 2.3% in March,"...keep a lid on the economy’s recent inflationary upsurge.
Annual consumer price growth breached the Bank of England’s 2 per cent target for..."
69,"April 10, 2017",US stocks extend gains as oil ticks higher,...Syria should be factored in as an additional risk premium in the oil price going forward especially now that oil inventories are drawing down and...
70,"April 10, 2017",Energy Source: Aftermath of US strikes,"...Oil prices usually rise when tensions flare up in the Middle East, and the jump in crude following the US cruise missile attack on a..."
71,"May 9, 2017","Fast Asia Open: China inflation data, S Korea unemployment","...year low as recent geopolitical tensions receded, while the dollar firmed and oil prices relapsed.
In Asia Pacific equities, futures tip the S&P/ASX..."
72,"May 9, 2017",Investors line up for spate of junk bond sales,"...uptick in activity follows a volatile week for junk bonds amid declining oil prices. Since the end of April, Brent crude — the global oil benchmark..."
73,"May 9, 2017",Sub-Saharan Africa grows at modest 2.5%,"...economy measured in purchasing power parity terms, as well as slightly stronger oil prices, which helps Angola, the second-largest oil producer.
Even so, Nigeria..."
74,"May 8, 2017","Easter brings ‘brief respite’ for UK retailers, says industry body","...Household incomes have come under greater pressure than at any time since oil prices fell sharply in late 2014. 
Paul Martin, the UK head of..."
75,"May 8, 2017",Euro and stocks slip after French election result,"...0.78 per cent as investors turn mildly negative on the debt
• Oil prices see-sawed between session gains and losses as leading Opec producer..."
76,"May 8, 2017",Etihad appoints interim CEO to replace Hogan,"...a decline in regional activity sparked by the sustained period of low oil prices, and tougher immigration procedures for travel to the US from the..."
77,"May 8, 2017",Asia Pacific equities rally after French election,"...likely limited for major bourses in the region as a recovery in oil prices fuelled a rebound for energy stocks.
In Tokyo the Topix, back..."
78,"May 5, 2017",S&P 500 clocks fresh record closing high as oil rebounds,"...You couldn’t rain on Wall Street’s parade.
Despite Friday’s Manhattan downpour, a rebound in oil prices and an upbeat jobs report helped..."
79,"May 5, 2017",Oil volatile after brief recovery,"...It has been a stressful day for oil traders.
After rebounding from the six-month lows hit early Friday morning, oil prices are showing..."
80,"May 5, 2017",Rosneft misses Q1 profit forecasts by wide margin,"...s compliance with the deal between Moscow and OPEC to reduce global oil output in a bid to push up prices.
While oil prices have..."
81,"May 5, 2017",InterContinental Hotels CEO to retire; London growth rips higher,"...a 7 per cent drop in the Middle East “due to the ongoing impact of low oil prices, high supply growth and government austerity measures”...."
82,"May 5, 2017","Australian dollar, Norwegian krone sink as oil tanks","...for the ignominious title of worst-performing major currency today as commodity prices tumble.
Following a stumble in oil prices in Asia on Friday that..."
83,"May 5, 2017",Energy stocks lead Asian markets lower,"...Petroleum and Santos were each down by more than 2 per cent.
Oil prices tumbled by 4.8 per cent on Thursday amid persistent concerns..."
84,"May 4, 2017",Nigeria banks on infrastructure spend to exit recession,"...billions of dollars upgrading dilapidated infrastructure will help drag Africa’s top oil producer out of recession this year.
Low oil prices plunged the west..."
85,"May 4, 2017","Shell more than doubles its earnings, beating expectations",...Royal Dutch Shell on Thursday became the latest large oil and gas producer to deliver better-than-expected first quarter results as higher crude prices...
86,"May 4, 2017",Brexit drags UK non-listed property funds down,"...of international investors has also weakened. 
Mr Prew said weakness in crude oil prices had blunted the buying appetite of sovereign wealth funds, while concerns..."
87,"May 3, 2017","Fast Asia Open: China services PMI, Australia trade balance",...0.1 per cent and the Nasdaq shed 0.4 per cent. Oil prices reversed earlier gains after data showed that stockpiles of US crude...
88,"May 3, 2017",Oil rebound helps Mexico’s Pemex to quarterly profit gain,"...in the fourth quarter 2016, he told a call with analysts.
Improved oil prices and the recent appreciation of the peso currency had provided a..."
89,"May 3, 2017",Saudi finance minister vows reform push despite benefits U-turn,"...as it grapples with a fiscal crisis triggered by the slump in oil prices. 
Last week, Riyadh reversed cuts to civil servants’ benefits, a move..."
90,"May 2, 2017",Oil trader Vitol expands in refining with purchase from Koch,"...company is looking to grow its physical footprint as the recovery in oil prices reduces trading opportunities following a bumper two years.
Earlier in 2017..."
91,"May 2, 2017",European bourses upbeat following Wall Street gains,"...year yield is also barely changed at 1.28 per cent.
Commodities
Oil prices are continuing to slide as investors fret about rising supply. Brent..."
92,"April 28, 2017",Rouble moves higher despite Russian rate cut,"...the Russian financial asset market and the possibility that optimistic scenarios about oil prices will have to be rethought”. 
Mr Kouzmin said the central bank..."
93,"April 28, 2017",Russian central bank cuts interest rates to 9.25%,"...gross domestic product to grow in the next three years even if oil prices, which strongly affect budget revenue and the value of the rouble..."
94,"April 27, 2017",US durable goods grew at slowest pace of the year,...pressured for much of 2015 and 2016 amid a protracted slump in oil prices and as strength in the dollar hurt demand for US exports...
95,"April 27, 2017","ECB keeps policy on hold, as expected","...to its highest level since September 2007 in April. Monetary stimulus, low oil prices, less austerity and a healthier banking sector have all helped lower..."
96,"April 26, 2017","Fast Asia Open: South Korea GDP, Japan industrial profits","...wake of the first round of voting in France’s presidential election. Oil prices retreated again after the latest US fuel inventories report.
In Asia..."
97,"April 26, 2017",Saudi security forces foil attack on Aramco fuel terminal,"...Aramco, which Riyadh plans to partially privatise through an initial public offering. 
Oil prices did not change after details of the attempted attack were released..."
98,"April 26, 2017",US crude stocks post larger than expected decline for 3rd week,"...3.4m barrels eclipsing estimates for a build of 140,450 barrels.
Oil prices reversed their losses after the data showed a larger than expected..."
99,"April 26, 2017",Novatek suffers fall in net income growth in Q1,"...the quarter rose 11 per cent to 154.3bn roubles, as higher oil prices and a stronger currency offset a fall in gas and oil..."
100,"April 25, 2017",Zloty benefits from calmer nerves and higher growth forecasts,"...said:
With French political risk significantly reduced, an improving global economy, steadier oil prices, and most of all, range-bound US yields and a lack..."
101,"April 25, 2017","Baker Hughes narrows losses, sees North America onshore growth","...quarter, revenues were down 3 per cent sequentially.
The results come as oil prices stabilised over the first quarter after Opec and non-member like..."
102,"April 24, 2017","Texas manufacturing grows in April, albeit at a slower pace","...past seven months, the renewed activity has also put fresh pressure on oil prices in recent weeks.
The effects of the new bout of oil..."
103,"April 24, 2017",Chevron sells Bangladeshi gas fields to Chinese and Hong Kong investors,"...part of a wider effort to generate cash following the slump in oil prices.
The company announced on Monday that it would sell its fields..."
104,"April 23, 2017",Trophy assets lose lustre as Qatar embraces prudence and ETFs,"...investment as it looks to diversify its holdings in light of low oil prices.
“A decade ago [Qatar] sought to buy property because they thought..."
105,"April 21, 2017",Euro hovers near month-high ahead of French vote,"...concerns that Beijing was continuing to try and damp speculative trading.
Commodities
Oil prices are continuing to firm after a midweek drop that was triggered..."
106,"April 20, 2017",BHP investors call for oil business demerger,"...s acquisition of two US shale producers was followed by a savage oil market downturn in which crude prices slumped, and the company has racked..."
107,"April 20, 2017",Saudi oil minister raises hopes of Opec deal extension,"...to rebalance supply and demand.
US inventories remain high and US shale oil output is rebounding as oil prices tick higher.
Opec’s oil ministers..."
108,"April 19, 2017",Mexican peso drops by most in 3 months as bulls take a break,"...of factors – including the broader US dollar rally and the drop in oil prices, which is pressuring currencies of oil producing nations.
Investors have turned..."
109,"April 18, 2017",US inflation expectations at lowest levels for 2017,"...Measures of market expectations for US inflation have eased to their lowest levels of the year, reflecting declining oil prices and doubts over the administration..."
110,"April 18, 2017",North Sea producers turn to robots to cut costs,"...the mature basin, industry experts argue. This is particularly the case as oil prices remain well below their June 2014 peak of $115 a barrel..."
111,"April 17, 2017",South Korea pension fund agrees Daewoo Shipbuilding debt deal,...lifeline in 2015 but its finances have continued to deteriorate as lower oil prices have eroded demand for oil tankers and offshore energy projects while...
112,"April 13, 2017",US oil rig count at highest level in 2 years,...Russia agreed late last year to curb output and help rebalance the oil market. And oil prices have ticked higher in recent weeks on concerns...
113,"April 13, 2017",Saudi princess sacked as editor of Vogue Arabia,"...as economic confidence sags across the Middle East amid the fall in oil prices.
Luxury retailers, who had benefited from booming demand across the region..."
114,"April 13, 2017",Ghana on course to end $918m IMF loan programme next year,"...entered in 2015 to shore up its economy after gold, cocoa and oil prices fell and the currency plunged 40 per cent.
Mr Akufo-Addo..."
115,"April 12, 2017",Syrian tensions prompt Russian stocks to shed all post-US election gains,"...Trump victory, but has been strengthening over a longer period as global oil prices have recovered – means the the losses have been less severe in..."
116,"April 12, 2017",Opec cuts oil output in March,"...should enhance market stability and reduce the volatility seen in recent weeks.
Oil prices have reversed their losses in March, with Brent crude oil hitting..."
117,"April 11, 2017",Market jitters bubble up again,"...is up 0.2 per cent to $1,256 an ounce.
Commodities
Oil prices are stalling after a two week rally partly propelled by concerns..."
118,"April 10, 2017",Vamos! Mexican stocks hit fresh high (again),...rally enough Republicans around its healthcare reform bill while a stabilisation in oil prices since November and more dovish comments from the US Federal Reserve...
119,"April 10, 2017",Brent in longest winning streak since August,"...Monday as concerns about supply disruptions in the Middle East helped lift oil prices. 
Brent crude settled 1.3 per cent higher at $55.98..."
